Titre,Prix_CFA,Localisation,Nb_Chambres,Nb_Salles_Bain,Surface_m2,Description
Luxueux Appartement 3 CH + Salon,800000.0,Mamelles Dakar,3.0,3.0,150.0,"Découvrez ce somptueux appartement F4 (3 chambres + salon) alliant modernité, confort et standing a résidence ÉCRIN au Mamelle cité Makiyou Faye.
✨ Caractéristiques :
• 3 spacieuses chambres dont une suite parentale avec salle de bain
• Grand salon lumineux avec balcon
• Cuisine moderne entièrement équipée
• 2 salles de bain + toilettes visiteurs
• Finitions haut de gamme et climatisation intégrale
🏊‍♀️ Commodités de la résidence :
• Piscine accessible aux résidents
• Salle de sport moderne et équipée
• Salle polyvalente pour vos événements ou réunions
• Sécurité 24h/24, parking privé et ascenseur
📍 Emplacement idéal : quartier calme et résidentiel, à proximité des commerces, écoles et axes principaux.
💰 Loyer : 800.000 FCFA
Condition : 3 mois"
Loft ( roof tof) à louer à fan résidence 5 chambres r,5500000.0,Fann Dakar,5.0,4.0,514.0,"Loft
roof tof a louer à fan résidence de haut standing de 4 chambres salon de haut standing
Vue sur mer
Grande terrasse privée avec une vue dégagée
2 salons salle à manger
1 double salon salle à manger
Une deuxième salon avec salle à manger
Cuisine entièrement équipée plus buanderie plus domestique plus salle d'eau
Partie :
La suite parentale avec dressing plus salle d'eau très moderne
Chaque chambre compose une salle d'eau plus placard plus climatisation
Toilettes visiteurs
Niveau 5 Em etage
Commodité : grand piscine salle de sport parking groupe électrogène videos de surveillance salle polyvalente
Sécurité 24 sur 24"
Villa avec jardin et garage a la cité Cheikh Amar,1000000.0,Mamelles Dakar,4.0,4.0,300.0,"Nous mettons en location une magnifique villa R+1 sise à la cité Cheikh Amar, Mamelles, composée de: 4 chambres, salon, cuisine équipée, 4 salles de bains, 1 toilette visiteurs, terrasse, jardin et garage."
Studio mammalles,450000.0,Mamelles Dakar,,1.0,75.0,"Charmant studio meublé situé dans un quartier calme et sécurisé aux Mamelles, à proximité du phare et des commodités (supermarchés, restaurants, plage, transport).
Le studio comprend :
• Une pièce principale spacieuse et lumineuse
• Une kitchenette entièrement équipée (frigo, plaque, ustensiles, micro-ondes, etc.)
• Une salle de bain moderne avec chauffe-eau
• Climatisation et Wi-Fi
• Électricité rechargeable (compteur Woyofal)"
Villa de prestige à vendre à Nguerigne,378000000.0,Nguering Thiès,,,200.0,"Votre agence immobilière Keur Nico vous propose à la vente une magnifique villa contemporaine, nichée au cœur d'un jardin luxuriant et ombragé 🌿
Un lieu où la nature et l'architecture se répondent avec harmonie, offrant une atmosphère apaisante et pleine de charme.
Cette belle propriété se compose de :
Un salon principal spacieux et lumineux
Un salon télévision plus intime 🎬
Deux cuisines, dont une cuisine africaine indépendante 🍲
Trois chambres élégantes, chacune avec sa salle d'eau privative 🛏️
Deux garages fermés et une chambre pour le personnel
L'ensemble se déploie dans un environnement verdoyant et serein, idéal pour une vie familiale, un projet de résidence secondaire ou un investissement de prestige 🌴
📐 Surface du terrain : 2 200 m²
📜 Titre de propriété : délibération"
Villa R 1 angle à vendre keur massar,53000000.0,Keur Massar Dakar,3.0,9.0,180.0,Propriétaire vend R+1 Angle située à Keur Massar prés de la Mairie terminus DDD et plus précisément à 20 m de la route principale. composée de 4 appartements dont 1 avec 3 chambres salon et les 3 autres avec 2 chambres salon 3 sd b 4 toilettes publiques .dimension 180m² . très accessible via vdn 3 ou autoroute à péage. Apport locatif intéressant .papiers mairie
Appartements Cité Fadia,120000.0,Golf Dakar,,1.0,,"Beau studio américain à louer à la cité Fadia à 2mn du BRT et du lycée LPA. Situé au 4ème étage d'un bel immeuble trés bien entretenu, il est composé d'une grande chambre avec salle de bain, d'une cuisinette séparée et d'une grande terrasse accessible."
Appartement neuf moderne au Point E,2000000.0,Point-e Dakar,4.0,4.0,300.0,"Point E
Une très bel appartement très moderne à louer aux points E de 4 chambres salon de haut standing
Cuisine entièrement équipée , salon salle à manger
Grand terrasse privée, niveau 4 Eme étage
Chaque chambre compose une salle d'eau plus placard plus climatisation
Toilettes visiteurs
Commodité piscine salle de sport ascenseur parking groupe
Sécurité 24 sur 23"
Domaine à vendre à Nguerigne,349000000.0,Nguering Thiès,,,40.0,"🏡 Votre agence Keur Nico vous propose à la vente à Nguérigne :
Nichée dans un domaine verdoyant de 4040 m², cette propriété allie calme, élégance et authenticité. Un lieu rare, idéal pour une maison d'hôtes ou une grande demeure familiale.
La villa principale offre un vaste salon lumineux, deux chambres avec salles d'eau privatives, une grande cuisine équipée et un cellier.
Une piscine exceptionnelle invite à la détente au cœur d'un superbe jardin arboré.
Deux bâtiments annexes complètent l'ensemble, chacun avec deux chambres, salle d'eau et petit patio, parfaits pour accueillir famille ou invités.
Des espaces dédiés au personnel et un équipement complet assurent confort et fonctionnalité : forage, puits et 30 panneaux solaires garantissent une autonomie énergétique exemplaire.
Type de propriété : délibération avec demande de bail en cours
Surface du terrain : 4040 m²
Un bien rare au potentiel remarquable, pensé pour vivre et accueillir dans la sérénité."
villa louer mermoz,1500000.0,Mermoz Dakar,4.0,,200.0,une super villa à louer mermoz avec 4 chambres 4 toilette avec cuisine équipée grand jardin terrasse placards balcon à louer 1 million 5
Studio meublé au plateau,400000.0,Plateau Dakar,,1.0,,"🏠 Teranga Home vous propose un charmant studio à la location longue durée.
Idéalement situé au quatrième étage d'un immeuble avec ascenseur, ce studio allie confort et praticité au cœur de Dakar-Plateau, à seulement quelques pas de l'hôtel Pullman.
Dès l'entrée, vous serez séduit par l'harmonie de l'espace : une pièce lumineuse qui combine élégamment un coin chambre douillet, un salon cosy et un espace salle à manger discret.
Le balcon privatif offre une vue partielle sur la mer 🌊, ajoutant une touche de sérénité au quotidien.
La cuisine équipée vous permettra de préparer vos repas en toute simplicité, tandis que la salle d'eau moderne vient parfaire ce cadre fonctionnel et raffiné.
💰 Loyer : 400.000 CFA / mois
📅 Disponible à partir du 1er janvier 2026
📞 Envie de le visiter ? Contactez-nous dès maintenant pour planifier une visite personnalisée.
#TerangaHome #ImmobilierDakar #LocationDakar #StudioDakar #DakarPlateau #LocationLongueDurée #AppartementDakar #StudioMeublé #DakarLife #VivreADakar #HomeSweetHome #RealEstateDakar #SenegalProperty #ConfortEtPraticité #InvestInSenegal"
Appartement meublé à vendre au Virage,135000000.0,Virage Dakar,,2.0,28.0,"🏠 Votre agence immobilière Teranga Home vous propose à la vente un superbe appartement meublé situé en rez-de-chaussée dans le quartier recherché du Virage, à Dakar.
Alliant confort, élégance et rentabilité, cet appartement comprend un salon lumineux avec cuisine ouverte, deux chambres avec salles d'eau attenantes, ainsi qu'une spacieuse terrasse de 28 m², parfaite pour se détendre ou recevoir.
Entièrement meublé et équipé, il est actuellement loué, ce qui en fait une excellente opportunité d'investissement pour celles et ceux qui recherchent un bien à revenus locatifs immédiats et sans tracas.
💰 Prix de vente : 135 millions CFA
📞 Pour plus d'informations ou pour planifier une visite, contactez Teranga Home dès maintenant."
Appartement à louer Résidence FIRDAWS,1100000.0,Virage Dakar,3.0,3.0,195.0,"Située au cœur de Dakar, dans le prestigieux quartier du Virage, la Résidence FIRDAWS est un véritable havre de luxe avec une vue imprenable sur l'océan.
Nous vous proposons un somptueux appartement moderne de type F4, d'une superficie généreuse de 195 m², comprenant :
• Un espace d'accueil élégant
• Un vaste séjour lumineux avec balcon et vue mer
• Une cuisine équipée contemporaine
• Une buanderie et une toilette pour le personnel de maison
• 3 chambres spacieuses, chacune avec sa salle d'eau privative et ses placards intégrés
• Une toilette visiteurs
Niveau : 4ᵉ étage
Espaces communs & prestations :
• Salle de sport entièrement équipée
• Parking sécurisé
• Ascenseur moderne
• Vidéosurveillance et service de gardiennage 24h/24"
Terrain angle bail individuel vdn3 à vendre,48000000.0,Guediawaye Dakar,,,186.0,"Terrain angle situé au rond point Gadaye Guédiawaye VDN3 cité des Douanes à vendre . site viabilisé avec assainissement(pavage ,tuyau d'évacuation eau usées et pluviales), très accessible .Eau ,électricité déjà disponibles dans le site . Papier bail individuel"
Villa R+1 à vendre Almadies recasement,300000000.0,Almadies Dakar,4.0,4.0,260.0,Villa R+1 composé de deux appartements RDC et 1 er étage 4 chambres salon 4 salles de bain cuisine avec rangement Espace familial toilettes visiteurs 260 m ² au sol papier bail individuel fondation R+4
Ref_2815_SEY Appartement vue sur mer à louer en centre-ville,1200000.0,Plateau Dakar,3.0,3.0,,"Il est composé de 3 chambres, 2 salles de bain, toilette visiteurs, salon, balcons, cuisine et buanderie
Immeuble avec ascenseur, parking sous-sol, groupe électrogène, réservoir, suppresseur, gardiennage h24"
2 appartements F4 aux Almadies 2 vers Sedima,200000.0,Almadies 2 Dakar,,3.0,170.0,"2 appartements très spacieux et modernes aux Almadies 2 pas loin de l'autoroute à peage composé comme suit:
RDC: 3 ch ( dont 2 avec sdb) , salon, cuisine, espace familial, patio, toilettes pour visiteurs... à 200k
1er étage : 3 ch ( dont 2 avec sdb) grand salon avec balcon, cuisine avec placards , espace familial, toilette pour visiteurs.... À 250K."
F4 à louer virage,750000.0,Virage Dakar,3.0,3.0,150.0,A louer au virage un appartement de 3 chambres salon 2 salles de bain balcons toilettes visiteurs cuisine équipée pièces climatisées chauffe eau armoires incorporées buanderie. Immeuble avec ascenseur gardiennage H24 caméra de surveillance. Zone calme et accessible
F3 à vendre virage,90000000.0,Virage Dakar,2.0,2.0,87.0,A vendre au virage zone très accessible et résidentielle un appartement neuf de 2 chambres avec balconnet 2 salles de bain salon balcon buanderie cuisine équipée toilettes visiteurs. Immeuble avec ascenseur gardiennage H24 parking caméra de surveillance groupe électrogène salle de sport
APPARTEMENT F3 MEUBLE PLACE DE L'INDEPENDANCE,900000.0,Plateau Dakar,2.0,2.0,60.0,"nous mettons en location un appartement de type f3 meublé au centre ville dakar plateau en face de la place de independence. compositioin:
2 chambres
1 salle de bain
1 toilette exterieur
1 cuisine avec placards
1 salon avec balcon
appartement entiérement équipé
wiffi, canal, climatisation, service de gardiennage et de nettoyage.
nb: longue durée uniquement
pour toutes informations complémentaires veuillez appeler le service commercial ontario group."
F6 Penthouse à louer à Almadies recasement,1000000.0,Ngor Dakar,4.0,4.0,300.0,A louer Appartement de 4 chambres 4 salles de bain dressing 2 salons cuisine avec rangement toilettes visiteurs Buanderie chauffe eau pièces climatisées 4 balcons vue mer espace familial immeuble avec ascenseur gardiennage H24 parking caméra de surveillance
À LOUER – Grand Duplex Moderne au Point E,1800000.0,Point-e Dakar,4.0,,,"Magnifique duplex spacieux et lumineux, idéal pour expatriés ou familles internationales, situé dans une résidence sécurisée au Point E.
Profitez d'un cadre de vie paisible avec accès à la piscine, parking sécurisé et proximité des commodités : supermarchés, écoles internationales, restaurants et services bancaires.
Caractéristiques :
• 4 chambres avec salles d'eau privatives
• Salon lumineux
• Cuisine moderne équipée
• Dépendance domestique avec toilette
• Toilette visiteur
• Accès à la piscine de la résidence"
MAGASIN A LOUER A NGAPAROU,650000.0,Ngaparou Thiès,,,138.0,"Nous mettons en location un magasin trés placé dans un complexe commercial en bordure de route à NGAPAROU.
Composition : Un grand local avec salle de bain avec une superficie de 138 m2
Pour toutes informations complementaires ou besoin de visite veuillez appeler le service commercial ONTARIO GROUP."
F3 Neuf à louer à Recasement Almadies,500000.0,Almadies Dakar,2.0,2.0,100.0,A louer à Recasement Almadies des 2 chambres salon neuf 2 Salles de bain cuisine équipée ouverte sur le Salon pièces climatisées chauffe eau toilettes visiteurs espace buanderie balcon immeuble avec ascenseur gardiennage H24 caméra de surveillance piscine
TERRAIN COMMERCIAL APIX KEURMASSAR,25000000.0,Tivaouane peulh Dakar,,,150.0,"Je vends un très bon terrain commercial de 150 m2, délibération double signatures, dans l'espace dite TERRAIN TYSON, colé à la cité APIX"
Appartement à louer aux mamelles,600000.0,Mamelles Dakar,3.0,3.0,,"Appartement à louer aux mamelles composé de 3 chambres avec salle d'eau, un salon donnant sur un balcon ; une cuisine équipée et un WC visiteurs. Commodités : un ascenseur. Réf : MD3110"
Ref_2755_SEY_ Appartement à louer à Ngor,300000.0,Ngor Dakar,2.0,2.0,,"Il est composé de 2 chambres dont 01 avec salle d'eau intégrée , 1 séjour avec balcon, 1 cuisine avec placards, 1 salle d'eau supplémentaire au 3ème étage
Immeuble avec suppresseur d'eau, 02 réservoirs d'eau, système de gardiennage 24h/24."
"À LOUER – Villa avec piscine, meublée et équipée à Saly",800000.0,Saly Thiès,2.0,,500.0,"Belle villa avec piscine meublée à louer à Saly Carrefour (à 200 m de l'Hôtel les Filets Bleus), dans un quartier calme, 800m environ des plages, proche toutes les commodités et loisirs (super marchés, Auchan, Carrefour market, commerces et restaurants, banques...)
RDC :
02 chambres avec salle d'eau partagée
Salon lumineux
Cuisine ouverte
Cuisine africaine indépendante
Piscine
Garage
Dépendance + salle d'eau (gardien)
Wc avec douche domestique
Étage :
03 chambres avec petites salles de bain privées
Chambre parentale avec balcon et baignoire
Espace familial
Balcon
Entretien et nettoyage (femme de ménage 04 fois/semaine)
Jardinier (entretien)
Piscine
Sécurité renforcée :
• Clôture protégée par des fils barbelés
• Porte principale avec alarme intégrée et contrôle à distance
📍 Emplacement : Saly Carrefour à 200 m de l'Hôtel les Filets Bleus."
Grandvilla,25000.0,Ouest foire Dakar,1.0,1.0,,"Luxueux appartement meublé 1 chambre au premier étage d'un immeuble avec salles de bains, salon, cuisine. Balcon Cadre convivial, secteur accessible et proche de toutes commodités. Climatisé, Wifi Haut débit, Canal, Femme de ménage, L'électricité est à la charge du locataire. Le bâtiment offre une sécurité 24h/24 et 7j/7, assurant un environnement très calme, sécurisé et accessible."
